,data,first,second
440,"[2, 1, 2, 6, 2, 4, 1, 6, 1, 5, 2, 0, 0, 5, 0, 4, 3, 6, 0, 5]","[2, 1, 2, 6, 2, 4, 1, 6, 1, 5]","[2, 0, 0, 5, 0, 4, 3, 6, 0, 5]"
441,"[1, 0, 2, 6, 3, 3, 5, 3, 0, 0, 2, 5, 6, 0, 1, 0, 4, 5, 3, 3]","[1, 0, 2, 6, 3, 3, 5, 3, 0, 0]","[2, 5, 6, 0, 1, 0, 4, 5, 3, 3]"
442,"[3, 6, 3, 4, 4, 4, 2, 6, 1, 2, 1, 1, 3, 1, 2, 1, 6, 5, 4, 3]","[3, 6, 3, 4, 4, 4, 2, 6, 1, 2]","[1, 1, 3, 1, 2, 1, 6, 5, 4, 3]"
443,"[4, 5, 4, 4, 2, 0, 5, 1, 2, 0, 1, 0, 0, 5, 0, 6, 3, 3, 1, 5]","[4, 5, 4, 4, 2, 0, 5, 1, 2, 0]","[1, 0, 0, 5, 0, 6, 3, 3, 1, 5]"
444,"[5, 3, 3, 4, 5, 4, 6, 4, 6, 0, 5, 0, 4, 3, 3, 6, 2, 6, 2, 5]","[5, 3, 3, 4, 5, 4, 6, 4, 6, 0]","[5, 0, 4, 3, 3, 6, 2, 6, 2, 5]"
445,"[2, 0, 2, 4, 3, 0, 4, 3, 1, 5, 2, 3, 3, 1, 6, 6, 2, 1, 3, 5]","[2, 0, 2, 4, 3, 0, 4, 3, 1, 5]","[2, 3, 3, 1, 6, 6, 2, 1, 3, 5]"
446,"[5, 4, 5, 3, 3, 2, 2, 4, 0, 1, 1, 1, 2, 6, 3, 0, 4, 5, 6, 0]","[5, 4, 5, 3, 3, 2, 2, 4, 0, 1]","[1, 1, 2, 6, 3, 0, 4, 5, 6, 0]"
447,"[3, 1, 2, 0, 6, 5, 2, 1, 2, 5, 2, 4, 4, 4, 0, 5, 0, 2, 4, 2]","[3, 1, 2, 0, 6, 5, 2, 1, 2, 5]","[2, 4, 4, 4, 0, 5, 0, 2, 4, 2]"
448,"[1, 0, 2, 6, 2, 2, 5, 6, 3, 4, 0, 1, 5, 1, 5, 3, 2, 0, 0, 4]","[1, 0, 2, 6, 2, 2, 5, 6, 3, 4]","[0, 1, 5, 1, 5, 3, 2, 0, 0, 4]"
449,"[1, 1, 4, 0, 5, 3, 2, 1, 4, 3, 2, 6, 6, 2, 5, 6, 3, 6, 4, 4]","[1, 1, 4, 0, 5, 3, 2, 1, 4, 3]","[2, 6, 6, 2, 5, 6, 3, 6, 4, 4]"
450,"[3, 4, 1, 6, 3, 1, 1, 2, 4, 4, 1, 6, 4, 6, 5, 5, 5, 0, 1, 3]","[3, 4, 1, 6, 3, 1, 1, 2, 4, 4]","[1, 6, 4, 6, 5, 5, 5, 0, 1, 3]"
451,"[1, 5, 2, 6, 5, 0, 2, 0, 0, 2, 0, 3, 3, 4, 2, 6, 0, 1, 6, 2]","[1, 5, 2, 6, 5, 0, 2, 0, 0, 2]","[0, 3, 3, 4, 2, 6, 0, 1, 6, 2]"
452,"[5, 4, 2, 6, 2, 3, 5, 1, 0, 0, 1, 6, 2, 4, 3, 5, 2, 1, 1, 3]","[5, 4, 2, 6, 2, 3, 5, 1, 0, 0]","[1, 6, 2, 4, 3, 5, 2, 1, 1, 3]"
453,"[1, 2, 0, 2, 1, 3, 4, 0, 2, 5, 1, 3, 4, 2, 6, 4, 4, 1, 3, 4]","[1, 2, 0, 2, 1, 3, 4, 0, 2, 5]","[1, 3, 4, 2, 6, 4, 4, 1, 3, 4]"
454,"[5, 4, 0, 3, 1, 4, 4, 0, 5, 6, 3, 5, 0, 3, 2, 2, 4, 5, 1, 0]","[5, 4, 0, 3, 1, 4, 4, 0, 5, 6]","[3, 5, 0, 3, 2, 2, 4, 5, 1, 0]"
455,"[6, 1, 6, 0, 6, 6, 4, 2, 6, 5, 2, 2, 2, 5, 0, 1, 2, 0, 4, 3]","[6, 1, 6, 0, 6, 6, 4, 2, 6, 5]","[2, 2, 2, 5, 0, 1, 2, 0, 4, 3]"
456,"[4, 6, 6, 3, 6, 6, 6, 3, 0, 4, 3, 5, 0, 4, 6, 6, 2, 2, 2, 2]","[4, 6, 6, 3, 6, 6, 6, 3, 0, 4]","[3, 5, 0, 4, 6, 6, 2, 2, 2, 2]"
457,"[4, 1, 0, 4, 4, 6, 0, 5, 1, 5, 0, 6, 5, 4, 4, 0, 5, 5, 2, 1]","[4, 1, 0, 4, 4, 6, 0, 5, 1, 5]","[0, 6, 5, 4, 4, 0, 5, 5, 2, 1]"
458,"[4, 0, 6, 2, 0, 5, 4, 2, 3, 6, 6, 0, 2, 0, 1, 0, 2, 5, 2, 2]","[4, 0, 6, 2, 0, 5, 4, 2, 3, 6]","[6, 0, 2, 0, 1, 0, 2, 5, 2, 2]"
459,"[1, 4, 5, 5, 6, 1, 6, 2, 2, 1, 0, 5, 6, 5, 3, 3, 1, 3, 1, 5]","[1, 4, 5, 5, 6, 1, 6, 2, 2, 1]","[0, 5, 6, 5, 3, 3, 1, 3, 1, 5]"
460,"[2, 1, 2, 0, 3, 4, 3, 1, 3, 2, 0, 5, 1, 4, 0, 6, 6, 1, 0, 3]","[2, 1, 2, 0, 3, 4, 3, 1, 3, 2]","[0, 5, 1, 4, 0, 6, 6, 1, 0, 3]"
461,"[6, 5, 3, 5, 3, 2, 1, 3, 6, 1, 4, 0, 5, 2, 6, 6, 0, 3, 1, 6]","[6, 5, 3, 5, 3, 2, 1, 3, 6, 1]","[4, 0, 5, 2, 6, 6, 0, 3, 1, 6]"
462,"[3, 3, 1, 5, 3, 6, 0, 3, 4, 4, 1, 2, 0, 6, 4, 6, 4, 4, 0, 4]","[3, 3, 1, 5, 3, 6, 0, 3, 4, 4]","[1, 2, 0, 6, 4, 6, 4, 4, 0, 4]"
463,"[2, 3, 1, 5, 3, 0, 0, 0, 6, 3, 1, 2, 0, 1, 1, 5, 6, 0, 2, 0]","[2, 3, 1, 5, 3, 0, 0, 0, 6, 3]","[1, 2, 0, 1, 1, 5, 6, 0, 2, 0]"
464,"[2, 4, 1, 0, 0, 6, 2, 5, 2, 5, 0, 1, 4, 5, 6, 5, 3, 6, 1, 0]","[2, 4, 1, 0, 0, 6, 2, 5, 2, 5]","[0, 1, 4, 5, 6, 5, 3, 6, 1, 0]"
465,"[6, 3, 3, 6, 1, 5, 5, 4, 0, 6, 6, 5, 5, 6, 1, 2, 1, 4, 6, 2]","[6, 3, 3, 6, 1, 5, 5, 4, 0, 6]","[6, 5, 5, 6, 1, 2, 1, 4, 6, 2]"
466,"[0, 6, 2, 1, 1, 3, 2, 1, 2, 6, 3, 2, 3, 2, 1, 2, 3, 2, 3, 1]","[0, 6, 2, 1, 1, 3, 2, 1, 2, 6]","[3, 2, 3, 2, 1, 2, 3, 2, 3, 1]"
467,"[6, 6, 4, 4, 4, 4, 0, 5, 0, 2, 2, 6, 5, 0, 2, 0, 5, 3, 4, 2]","[6, 6, 4, 4, 4, 4, 0, 5, 0, 2]","[2, 6, 5, 0, 2, 0, 5, 3, 4, 2]"
468,"[0, 5, 3, 5, 2, 4, 0, 0, 2, 4, 1, 3, 2, 0, 3, 6, 3, 0, 2, 2]","[0, 5, 3, 5, 2, 4, 0, 0, 2, 4]","[1, 3, 2, 0, 3, 6, 3, 0, 2, 2]"
469,"[1, 6, 5, 1, 6, 5, 0, 6, 2, 5, 2, 5, 0, 5, 6, 3, 6, 0, 2, 5]","[1, 6, 5, 1, 6, 5, 0, 6, 2, 5]","[2, 5, 0, 5, 6, 3, 6, 0, 2, 5]"
470,"[6, 5, 6, 2, 5, 1, 4, 4, 4, 0, 6, 1, 1, 0, 0, 6, 2, 1, 6, 3]","[6, 5, 6, 2, 5, 1, 4, 4, 4, 0]","[6, 1, 1, 0, 0, 6, 2, 1, 6, 3]"
471,"[4, 6, 0, 4, 1, 6, 6, 0, 5, 1, 0, 5, 6, 1, 1, 0, 3, 3, 3, 3]","[4, 6, 0, 4, 1, 6, 6, 0, 5, 1]","[0, 5, 6, 1, 1, 0, 3, 3, 3, 3]"
472,"[0, 0, 3, 2, 2, 3, 1, 4, 5, 4, 4, 6, 4, 6, 3, 0, 4, 0, 1, 3]","[0, 0, 3, 2, 2, 3, 1, 4, 5, 4]","[4, 6, 4, 6, 3, 0, 4, 0, 1, 3]"
473,"[6, 5, 6, 6, 6, 4, 4, 2, 5, 2, 5, 6, 6, 1, 4, 1, 0, 1, 3, 5]","[6, 5, 6, 6, 6, 4, 4, 2, 5, 2]","[5, 6, 6, 1, 4, 1, 0, 1, 3, 5]"
474,"[5, 0, 1, 0, 1, 0, 3, 1, 2, 6, 1, 4, 1, 1, 1, 5, 3, 6, 0, 1]","[5, 0, 1, 0, 1, 0, 3, 1, 2, 6]","[1, 4, 1, 1, 1, 5, 3, 6, 0, 1]"
475,"[0, 3, 6, 5, 3, 6, 6, 4, 6, 6, 5, 4, 0, 0, 0, 4, 3, 3, 5, 6]","[0, 3, 6, 5, 3, 6, 6, 4, 6, 6]","[5, 4, 0, 0, 0, 4, 3, 3, 5, 6]"
476,"[3, 6, 5, 2, 4, 0, 3, 4, 2, 0, 5, 2, 5, 5, 0, 1, 5, 1, 5, 3]","[3, 6, 5, 2, 4, 0, 3, 4, 2, 0]","[5, 2, 5, 5, 0, 1, 5, 1, 5, 3]"
477,"[2, 6, 3, 5, 4, 3, 1, 0, 4, 5, 0, 2, 3, 6, 1, 2, 4, 4, 4, 3]","[2, 6, 3, 5, 4, 3, 1, 0, 4, 5]","[0, 2, 3, 6, 1, 2, 4, 4, 4, 3]"
478,"[2, 0, 4, 4, 4, 0, 5, 0, 0, 5, 5, 2, 3, 3, 2, 3, 0, 0, 2, 2]","[2, 0, 4, 4, 4, 0, 5, 0, 0, 5]","[5, 2, 3, 3, 2, 3, 0, 0, 2, 2]"
479,"[1, 2, 0, 1, 5, 2, 6, 2, 6, 2, 0, 2, 3, 5, 6, 6, 0, 4, 2, 3]","[1, 2, 0, 1, 5, 2, 6, 2, 6, 2]","[0, 2, 3, 5, 6, 6, 0, 4, 2, 3]"
480,"[2, 3, 5, 0, 4, 3, 3, 3, 6, 5, 2, 5, 0, 0, 4, 2, 6, 0, 5, 1]","[2, 3, 5, 0, 4, 3, 3, 3, 6, 5]","[2, 5, 0, 0, 4, 2, 6, 0, 5, 1]"
481,"[3, 0, 5, 6, 1, 2, 4, 1, 2, 1, 3, 4, 5, 3, 5, 5, 3, 3, 0, 6]","[3, 0, 5, 6, 1, 2, 4, 1, 2, 1]","[3, 4, 5, 3, 5, 5, 3, 3, 0, 6]"
482,"[0, 4, 5, 0, 1, 6, 3, 0, 4, 0, 1, 3, 6, 4, 0, 1, 4, 1, 3, 4]","[0, 4, 5, 0, 1, 6, 3, 0, 4, 0]","[1, 3, 6, 4, 0, 1, 4, 1, 3, 4]"
483,"[2, 0, 2, 0, 5, 5, 6, 5, 1, 1, 5, 1, 6, 0, 5, 4, 6, 4, 6, 6]","[2, 0, 2, 0, 5, 5, 6, 5, 1, 1]","[5, 1, 6, 0, 5, 4, 6, 4, 6, 6]"
484,"[3, 3, 5, 4, 4, 2, 3, 6, 3, 5, 2, 6, 1, 1, 6, 0, 0, 3, 1, 3]","[3, 3, 5, 4, 4, 2, 3, 6, 3, 5]","[2, 6, 1, 1, 6, 0, 0, 3, 1, 3]"
485,"[2, 3, 6, 5, 0, 1, 2, 1, 0, 5, 4, 1, 3, 6, 4, 4, 3, 6, 4, 4]","[2, 3, 6, 5, 0, 1, 2, 1, 0, 5]","[4, 1, 3, 6, 4, 4, 3, 6, 4, 4]"
486,"[4, 2, 4, 6, 6, 1, 2, 0, 6, 2, 1, 3, 0, 1, 6, 2, 3, 0, 5, 3]","[4, 2, 4, 6, 6, 1, 2, 0, 6, 2]","[1, 3, 0, 1, 6, 2, 3, 0, 5, 3]"
487,"[6, 1, 3, 3, 0, 3, 4, 0, 2, 4, 5, 0, 0, 0, 1, 1, 5, 4, 5, 1]","[6, 1, 3, 3, 0, 3, 4, 0, 2, 4]","[5, 0, 0, 0, 1, 1, 5, 4, 5, 1]"
488,"[4, 5, 4, 0, 0, 4, 6, 4, 5, 4, 0, 6, 4, 6, 0, 0, 2, 2, 3, 1]","[4, 5, 4, 0, 0, 4, 6, 4, 5, 4]","[0, 6, 4, 6, 0, 0, 2, 2, 3, 1]"
489,"[5, 6, 2, 3, 3, 6, 1, 6, 0, 6, 5, 3, 6, 1, 0, 5, 2, 1, 2, 1]","[5, 6, 2, 3, 3, 6, 1, 6, 0, 6]","[5, 3, 6, 1, 0, 5, 2, 1, 2, 1]"
490,"[3, 1, 1, 5, 4, 6, 2, 4, 0, 3, 2, 6, 2, 2, 5, 3, 2, 0, 6, 5]","[3, 1, 1, 5, 4, 6, 2, 4, 0, 3]","[2, 6, 2, 2, 5, 3, 2, 0, 6, 5]"
491,"[0, 5, 6, 1, 4, 1, 0, 5, 0, 6, 4, 3, 5, 0, 1, 2, 5, 5, 5, 1]","[0, 5, 6, 1, 4, 1, 0, 5, 0, 6]","[4, 3, 5, 0, 1, 2, 5, 5, 5, 1]"
492,"[5, 3, 4, 0, 4, 2, 6, 4, 6, 5, 5, 3, 2, 4, 6, 1, 6, 0, 4, 1]","[5, 3, 4, 0, 4, 2, 6, 4, 6, 5]","[5, 3, 2, 4, 6, 1, 6, 0, 4, 1]"
493,"[1, 6, 6, 3, 2, 1, 1, 4, 6, 6, 0, 1, 5, 5, 6, 4, 5, 5, 0, 3]","[1, 6, 6, 3, 2, 1, 1, 4, 6, 6]","[0, 1, 5, 5, 6, 4, 5, 5, 0, 3]"
494,"[2, 6, 5, 1, 4, 6, 0, 4, 5, 4, 6, 3, 4, 1, 2, 1, 2, 5, 0, 3]","[2, 6, 5, 1, 4, 6, 0, 4, 5, 4]","[6, 3, 4, 1, 2, 1, 2, 5, 0, 3]"
495,"[4, 3, 5, 1, 2, 4, 0, 0, 6, 5, 4, 4, 5, 2, 0, 0, 0, 1, 4, 1]","[4, 3, 5, 1, 2, 4, 0, 0, 6, 5]","[4, 4, 5, 2, 0, 0, 0, 1, 4, 1]"
496,"[5, 3, 2, 4, 2, 1, 2, 2, 6, 6, 2, 4, 5, 3, 6, 1, 4, 5, 3, 2]","[5, 3, 2, 4, 2, 1, 2, 2, 6, 6]","[2, 4, 5, 3, 6, 1, 4, 5, 3, 2]"
497,"[6, 5, 1, 3, 2, 5, 5, 4, 3, 2, 0, 1, 3, 4, 4, 3, 1, 0, 3, 4]","[6, 5, 1, 3, 2, 5, 5, 4, 3, 2]","[0, 1, 3, 4, 4, 3, 1, 0, 3, 4]"
498,"[4, 0, 6, 0, 4, 4, 0, 3, 2, 2, 6, 5, 0, 1, 3, 2, 5, 3, 1, 2]","[4, 0, 6, 0, 4, 4, 0, 3, 2, 2]","[6, 5, 0, 1, 3, 2, 5, 3, 1, 2]"
499,"[0, 6, 3, 2, 5, 2, 5, 3, 0, 4, 2, 2, 0, 0, 6, 2, 1, 1, 3, 5]","[0, 6, 3, 2, 5, 2, 5, 3, 0, 4]","[2, 2, 0, 0, 6, 2, 1, 1, 3, 5]"
500,"[0, 4, 3, 3, 4, 1, 2, 0, 0, 1, 6, 0, 3, 3, 4, 5, 3, 4, 0, 2]","[0, 4, 3, 3, 4, 1, 2, 0, 0, 1]","[6, 0, 3, 3, 4, 5, 3, 4, 0, 2]"
501,"[4, 2, 5, 1, 5, 0, 5, 6, 0, 4, 6, 4, 5, 4, 0, 4, 0, 1, 6, 3]","[4, 2, 5, 1, 5, 0, 5, 6, 0, 4]","[6, 4, 5, 4, 0, 4, 0, 1, 6, 3]"
502,"[6, 6, 5, 3, 5, 3, 5, 6, 3, 3, 0, 3, 0, 2, 4, 2, 6, 1, 1, 4]","[6, 6, 5, 3, 5, 3, 5, 6, 3, 3]","[0, 3, 0, 2, 4, 2, 6, 1, 1, 4]"
503,"[1, 2, 4, 0, 6, 4, 0, 5, 4, 3, 5, 4, 2, 3, 6, 1, 1, 5, 0, 1]","[1, 2, 4, 0, 6, 4, 0, 5, 4, 3]","[5, 4, 2, 3, 6, 1, 1, 5, 0, 1]"
504,"[2, 3, 4, 5, 2, 3, 4, 1, 2, 1, 2, 6, 1, 6, 5, 0, 6, 3, 1, 3]","[2, 3, 4, 5, 2, 3, 4, 1, 2, 1]","[2, 6, 1, 6, 5, 0, 6, 3, 1, 3]"
505,"[4, 4, 3, 1, 1, 2, 5, 5, 0, 0, 4, 2, 2, 3, 3, 5, 4, 1, 3, 1]","[4, 4, 3, 1, 1, 2, 5, 5, 0, 0]","[4, 2, 2, 3, 3, 5, 4, 1, 3, 1]"
506,"[6, 3, 1, 0, 4, 5, 6, 3, 2, 0, 4, 4, 0, 4, 2, 3, 2, 0, 4, 5]","[6, 3, 1, 0, 4, 5, 6, 3, 2, 0]","[4, 4, 0, 4, 2, 3, 2, 0, 4, 5]"
507,"[4, 5, 4, 4, 4, 3, 1, 1, 0, 6, 1, 3, 2, 3, 6, 6, 5, 5, 6, 2]","[4, 5, 4, 4, 4, 3, 1, 1, 0, 6]","[1, 3, 2, 3, 6, 6, 5, 5, 6, 2]"
508,"[5, 1, 6, 5, 4, 2, 0, 6, 5, 0, 3, 4, 2, 4, 1, 4, 3, 2, 4, 3]","[5, 1, 6, 5, 4, 2, 0, 6, 5, 0]","[3, 4, 2, 4, 1, 4, 3, 2, 4, 3]"
509,"[0, 1, 2, 3, 2, 2, 5, 4, 0, 2, 2, 6, 1, 3, 5, 6, 4, 1, 2, 5]","[0, 1, 2, 3, 2, 2, 5, 4, 0, 2]","[2, 6, 1, 3, 5, 6, 4, 1, 2, 5]"
510,"[2, 6, 1, 3, 1, 4, 0, 4, 0, 0, 6, 1, 6, 6, 4, 5, 2, 6, 0, 3]","[2, 6, 1, 3, 1, 4, 0, 4, 0, 0]","[6, 1, 6, 6, 4, 5, 2, 6, 0, 3]"
511,"[2, 3, 0, 6, 0, 0, 4, 3, 0, 3, 3, 1, 0, 3, 2, 6, 3, 6, 6, 4]","[2, 3, 0, 6, 0, 0, 4, 3, 0, 3]","[3, 1, 0, 3, 2, 6, 3, 6, 6, 4]"
512,"[0, 4, 3, 3, 2, 1, 4, 4, 3, 2, 2, 6, 3, 1, 0, 2, 0, 1, 0, 4]","[0, 4, 3, 3, 2, 1, 4, 4, 3, 2]","[2, 6, 3, 1, 0, 2, 0, 1, 0, 4]"
513,"[2, 4, 1, 2, 6, 6, 3, 0, 6, 5, 6, 5, 0, 1, 1, 2, 4, 5, 5, 1]","[2, 4, 1, 2, 6, 6, 3, 0, 6, 5]","[6, 5, 0, 1, 1, 2, 4, 5, 5, 1]"
514,"[5, 3, 2, 3, 2, 2, 4, 6, 2, 6, 0, 6, 4, 4, 4, 5, 4, 3, 2, 5]","[5, 3, 2, 3, 2, 2, 4, 6, 2, 6]","[0, 6, 4, 4, 4, 5, 4, 3, 2, 5]"
515,"[2, 1, 0, 4, 5, 3, 4, 6, 5, 0, 2, 0, 4, 0, 4, 0, 4, 1, 5, 2]","[2, 1, 0, 4, 5, 3, 4, 6, 5, 0]","[2, 0, 4, 0, 4, 0, 4, 1, 5, 2]"
516,"[6, 5, 6, 6, 1, 2, 1, 3, 0, 2, 0, 4, 1, 4, 4, 3, 3, 4, 5, 3]","[6, 5, 6, 6, 1, 2, 1, 3, 0, 2]","[0, 4, 1, 4, 4, 3, 3, 4, 5, 3]"
517,"[5, 0, 1, 4, 1, 3, 0, 3, 5, 5, 4, 3, 3, 1, 6, 5, 0, 4, 4, 3]","[5, 0, 1, 4, 1, 3, 0, 3, 5, 5]","[4, 3, 3, 1, 6, 5, 0, 4, 4, 3]"
518,"[2, 6, 4, 4, 4, 5, 1, 6, 4, 3, 3, 5, 2, 4, 3, 3, 4, 2, 3, 3]","[2, 6, 4, 4, 4, 5, 1, 6, 4, 3]","[3, 5, 2, 4, 3, 3, 4, 2, 3, 3]"
519,"[3, 1, 5, 1, 0, 1, 6, 4, 1, 5, 2, 5, 3, 1, 5, 2, 5, 6, 0, 1]","[3, 1, 5, 1, 0, 1, 6, 4, 1, 5]","[2, 5, 3, 1, 5, 2, 5, 6, 0, 1]"
520,"[1, 0, 0, 0, 2, 5, 2, 3, 5, 5, 5, 4, 1, 2, 3, 4, 2, 2, 4, 0]","[1, 0, 0, 0, 2, 5, 2, 3, 5, 5]","[5, 4, 1, 2, 3, 4, 2, 2, 4, 0]"
521,"[3, 2, 0, 1, 3, 6, 3, 4, 0, 4, 2, 3, 2, 6, 3, 2, 3, 5, 0, 0]","[3, 2, 0, 1, 3, 6, 3, 4, 0, 4]","[2, 3, 2, 6, 3, 2, 3, 5, 0, 0]"
522,"[1, 2, 6, 1, 2, 4, 3, 1, 4, 4, 4, 0, 1, 2, 4, 2, 1, 3, 4, 2]","[1, 2, 6, 1, 2, 4, 3, 1, 4, 4]","[4, 0, 1, 2, 4, 2, 1, 3, 4, 2]"
523,"[5, 3, 3, 0, 2, 1, 0, 6, 4, 2, 1, 0, 3, 1, 4, 0, 0, 0, 2, 2]","[5, 3, 3, 0, 2, 1, 0, 6, 4, 2]","[1, 0, 3, 1, 4, 0, 0, 0, 2, 2]"
524,"[4, 6, 4, 3, 2, 6, 4, 2, 6, 0, 4, 6, 1, 0, 6, 4, 1, 1, 0, 6]","[4, 6, 4, 3, 2, 6, 4, 2, 6, 0]","[4, 6, 1, 0, 6, 4, 1, 1, 0, 6]"
525,"[6, 0, 1, 5, 2, 0, 4, 4, 3, 3, 3, 2, 1, 4, 3, 2, 4, 4, 3, 4]","[6, 0, 1, 5, 2, 0, 4, 4, 3, 3]","[3, 2, 1, 4, 3, 2, 4, 4, 3, 4]"
526,"[5, 4, 6, 1, 1, 2, 1, 2, 3, 0, 5, 6, 3, 5, 6, 4, 6, 2, 1, 0]","[5, 4, 6, 1, 1, 2, 1, 2, 3, 0]","[5, 6, 3, 5, 6, 4, 6, 2, 1, 0]"
527,"[0, 0, 1, 2, 5, 3, 6, 0, 3, 0, 6, 1, 6, 0, 5, 5, 5, 4, 6, 3]","[0, 0, 1, 2, 5, 3, 6, 0, 3, 0]","[6, 1, 6, 0, 5, 5, 5, 4, 6, 3]"
528,"[6, 6, 4, 0, 6, 4, 6, 4, 3, 2, 6, 1, 0, 5, 1, 2, 5, 4, 1, 0]","[6, 6, 4, 0, 6, 4, 6, 4, 3, 2]","[6, 1, 0, 5, 1, 2, 5, 4, 1, 0]"
529,"[5, 3, 5, 6, 0, 6, 1, 6, 1, 6, 5, 4, 3, 2, 3, 2, 2, 6, 3, 0]","[5, 3, 5, 6, 0, 6, 1, 6, 1, 6]","[5, 4, 3, 2, 3, 2, 2, 6, 3, 0]"
530,"[0, 3, 4, 4, 5, 0, 4, 1, 5, 3, 3, 6, 1, 6, 6, 1, 0, 3, 0, 4]","[0, 3, 4, 4, 5, 0, 4, 1, 5, 3]","[3, 6, 1, 6, 6, 1, 0, 3, 0, 4]"
531,"[6, 5, 2, 0, 5, 3, 5, 5, 6, 5, 3, 5, 0, 4, 0, 2, 4, 0, 2, 2]","[6, 5, 2, 0, 5, 3, 5, 5, 6, 5]","[3, 5, 0, 4, 0, 2, 4, 0, 2, 2]"
532,"[3, 0, 5, 5, 0, 4, 2, 5, 3, 3, 2, 2, 5, 5, 3, 0, 0, 1, 5, 3]","[3, 0, 5, 5, 0, 4, 2, 5, 3, 3]","[2, 2, 5, 5, 3, 0, 0, 1, 5, 3]"
533,"[3, 0, 2, 6, 3, 5, 6, 4, 1, 4, 0, 3, 0, 4, 6, 2, 2, 1, 0, 2]","[3, 0, 2, 6, 3, 5, 6, 4, 1, 4]","[0, 3, 0, 4, 6, 2, 2, 1, 0, 2]"
534,"[4, 2, 2, 2, 3, 3, 6, 4, 5, 0, 0, 1, 5, 4, 5, 6, 1, 4, 1, 1]","[4, 2, 2, 2, 3, 3, 6, 4, 5, 0]","[0, 1, 5, 4, 5, 6, 1, 4, 1, 1]"
535,"[0, 1, 5, 2, 6, 5, 4, 5, 2, 6, 5, 5, 0, 3, 4, 0, 5, 5, 2, 4]","[0, 1, 5, 2, 6, 5, 4, 5, 2, 6]","[5, 5, 0, 3, 4, 0, 5, 5, 2, 4]"
536,"[4, 1, 4, 5, 4, 2, 0, 5, 2, 0, 0, 4, 3, 0, 3, 2, 5, 2, 2, 2]","[4, 1, 4, 5, 4, 2, 0, 5, 2, 0]","[0, 4, 3, 0, 3, 2, 5, 2, 2, 2]"
537,"[3, 2, 1, 1, 0, 2, 3, 1, 4, 4, 3, 6, 0, 5, 4, 4, 1, 4, 6, 0]","[3, 2, 1, 1, 0, 2, 3, 1, 4, 4]","[3, 6, 0, 5, 4, 4, 1, 4, 6, 0]"
538,"[2, 6, 5, 5, 2, 5, 1, 0, 6, 3, 6, 1, 0, 3, 2, 5, 6, 0, 6, 4]","[2, 6, 5, 5, 2, 5, 1, 0, 6, 3]","[6, 1, 0, 3, 2, 5, 6, 0, 6, 4]"
539,"[3, 2, 5, 6, 6, 3, 5, 5, 6, 0, 1, 0, 4, 1, 1, 3, 3, 6, 6, 2]","[3, 2, 5, 6, 6, 3, 5, 5, 6, 0]","[1, 0, 4, 1, 1, 3, 3, 6, 6, 2]"
540,"[6, 0, 4, 1, 3, 0, 4, 1, 3, 1, 3, 4, 0, 6, 4, 1, 0, 2, 1, 5]","[6, 0, 4, 1, 3, 0, 4, 1, 3, 1]","[3, 4, 0, 6, 4, 1, 0, 2, 1, 5]"
541,"[1, 6, 2, 1, 1, 3, 4, 6, 5, 6, 0, 5, 4, 5, 6, 1, 0, 6, 2, 2]","[1, 6, 2, 1, 1, 3, 4, 6, 5, 6]","[0, 5, 4, 5, 6, 1, 0, 6, 2, 2]"
542,"[5, 4, 5, 2, 6, 2, 5, 3, 4, 3, 3, 6, 2, 5, 1, 2, 0, 3, 6, 5]","[5, 4, 5, 2, 6, 2, 5, 3, 4, 3]","[3, 6, 2, 5, 1, 2, 0, 3, 6, 5]"
543,"[5, 5, 2, 4, 5, 2, 3, 2, 3, 4, 0, 5, 2, 5, 1, 1, 5, 2, 3, 1]","[5, 5, 2, 4, 5, 2, 3, 2, 3, 4]","[0, 5, 2, 5, 1, 1, 5, 2, 3, 1]"
544,"[4, 3, 5, 3, 4, 1, 5, 6, 1, 3, 0, 5, 0, 6, 3, 4, 4, 0, 4, 1]","[4, 3, 5, 3, 4, 1, 5, 6, 1, 3]","[0, 5, 0, 6, 3, 4, 4, 0, 4, 1]"
545,"[3, 5, 6, 5, 4, 1, 5, 6, 1, 5, 3, 6, 0, 6, 5, 1, 4, 4, 3, 0]","[3, 5, 6, 5, 4, 1, 5, 6, 1, 5]","[3, 6, 0, 6, 5, 1, 4, 4, 3, 0]"
546,"[1, 1, 6, 3, 5, 4, 3, 1, 2, 0, 2, 4, 5, 5, 0, 1, 3, 1, 3, 0]","[1, 1, 6, 3, 5, 4, 3, 1, 2, 0]","[2, 4, 5, 5, 0, 1, 3, 1, 3, 0]"
547,"[2, 5, 3, 0, 3, 2, 0, 2, 2, 2, 0, 4, 6, 1, 4, 0, 5, 3, 6, 1]","[2, 5, 3, 0, 3, 2, 0, 2, 2, 2]","[0, 4, 6, 1, 4, 0, 5, 3, 6, 1]"
548,"[5, 1, 5, 5, 6, 3, 6, 0, 0, 6, 0, 5, 5, 3, 3, 5, 1, 2, 5, 1]","[5, 1, 5, 5, 6, 3, 6, 0, 0, 6]","[0, 5, 5, 3, 3, 5, 1, 2, 5, 1]"
549,"[0, 6, 0, 4, 1, 3, 5, 0, 0, 6, 4, 5, 4, 1, 6, 2, 4, 1, 2, 6]","[0, 6, 0, 4, 1, 3, 5, 0, 0, 6]","[4, 5, 4, 1, 6, 2, 4, 1, 2, 6]"
